county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional
Fulton,SS13B,SHERIFF - D,,,R. LANKFORD,1,0,0,0,1,0,0
Fulton,SS14,SHERIFF - D,,,R. LANKFORD,7,0,0,0,3,4,0
Fulton,SS15A,SHERIFF - D,,,R. LANKFORD,10,0,0,0,5,5,0
Fulton,SS15B,SHERIFF - D,,,R. LANKFORD,5,0,0,0,5,0,0
Fulton,SS16,SHERIFF - D,,,R. LANKFORD,2,0,0,0,1,1,0
Fulton,SS17,SHERIFF - D,,,R. LANKFORD,16,1,1,0,12,2,0
Fulton,SS18A,SHERIFF - D,,,R. LANKFORD,2,0,0,0,2,0,0
Fulton,SS18B,SHERIFF - D,,,R. LANKFORD,1,0,0,0,1,0,0
Fulton,SS19A,SHERIFF - D,,,R. LANKFORD,13,0,0,0,10,3,0
Fulton,SS19B,SHERIFF - D,,,R. LANKFORD,8,0,0,0,5,3,0
Fulton,SS20,SHERIFF - D,,,R. LANKFORD,7,2,0,0,3,2,0
Fulton,SS22,SHERIFF - D,,,R. LANKFORD,5,1,0,0,3,1,0
Fulton,SS25,SHERIFF - D,,,R. LANKFORD,3,0,0,0,3,0,0
Fulton,SS26,SHERIFF - D,,,R. LANKFORD,25,0,2,0,15,8,0
Fulton,SS29A,SHERIFF - D,,,R. LANKFORD,12,0,0,0,10,2,0
Fulton,SS31,SHERIFF - D,,,R. LANKFORD,1,0,0,0,1,0,0
Fulton,UC01A,SHERIFF - D,,,R. LANKFORD,86,0,2,22,62,0,0
Fulton,UC01B,SHERIFF - D,,,R. LANKFORD,4,0,0,0,4,0,0
Fulton,UC01E,SHERIFF - D,,,R. LANKFORD,4,0,1,1,2,0,0
Fulton,UC02A,SHERIFF - D,,,R. LANKFORD,200,1,1,36,162,0,0
Fulton,UC02B,SHERIFF - D,,,R. LANKFORD,0,0,0,0,0,0,0
Fulton,UC031,SHERIFF - D,,,R. LANKFORD,53,1,0,6,45,0,1
Fulton,UC032,SHERIFF - D,,,R. LANKFORD,3,0,0,0,3,0,0
Fulton,,SOLICITOR GENERAL - D,,,K. GAMMAGE,18125,429,493,2930,13989,262,22
Fulton,01A,SOLICITOR GENERAL - D,,,K. GAMMAGE,280,19,22,4,234,1,0
Fulton,01B,SOLICITOR GENERAL - D,,,K. GAMMAGE,373,9,16,1,345,2,0
Fulton,01C,SOLICITOR GENERAL - D,,,K. GAMMAGE,22,1,0,1,20,0,0
Fulton,01D,SOLICITOR GENERAL - D,,,K. GAMMAGE,22,4,6,1,11,0,0
Fulton,01E,SOLICITOR GENERAL - D,,,K. GAMMAGE,389,9,30,7,343,0,0
Fulton,01F,SOLICITOR GENERAL - D,,,K. GAMMAGE,8,0,0,0,8,0,0
Fulton,01H,SOLICITOR GENERAL - D,,,K. GAMMAGE,11,0,2,0,9,0,0
Fulton,01J,SOLICITOR GENERAL - D,,,K. GAMMAGE,89,10,6,7,66,0,0
Fulton,01P,SOLICITOR GENERAL - D,,,K. GAMMAGE,56,7,0,2,47,0,0
Fulton,01R,SOLICITOR GENERAL - D,,,K. GAMMAGE,36,0,2,1,32,1,0
Fulton,01S,SOLICITOR GENERAL - D,,,K. GAMMAGE,48,2,3,3,40,0,0
Fulton,01T,SOLICITOR GENERAL - D,,,K. GAMMAGE,38,3,1,1,33,0,0
Fulton,02A,SOLICITOR GENERAL - D,,,K. GAMMAGE,33,1,4,0,26,2,0
Fulton,02B,SOLICITOR GENERAL - D,,,K. GAMMAGE,45,1,6,3,35,0,0
Fulton,02C,SOLICITOR GENERAL - D,,,K. GAMMAGE,41,1,6,1,33,0,0
Fulton,02D,SOLICITOR GENERAL - D,,,K. GAMMAGE,85,3,5,0,76,1,0
Fulton,02E,SOLICITOR GENERAL - D,,,K. GAMMAGE,132,4,8,0,119,1,0
Fulton,02F1,SOLICITOR GENERAL - D,,,K. GAMMAGE,87,2,5,0,80,0,0
Fulton,02F2,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,0,0,9,0,0
Fulton,02G,SOLICITOR GENERAL - D,,,K. GAMMAGE,67,1,0,1,65,0,0
Fulton,02J,SOLICITOR GENERAL - D,,,K. GAMMAGE,29,0,3,0,26,0,0
Fulton,02K,SOLICITOR GENERAL - D,,,K. GAMMAGE,20,0,2,0,18,0,0
Fulton,02L1,SOLICITOR GENERAL - D,,,K. GAMMAGE,57,0,5,0,50,2,0
Fulton,02L2,SOLICITOR GENERAL - D,,,K. GAMMAGE,10,2,3,0,5,0,0
Fulton,02S,SOLICITOR GENERAL - D,,,K. GAMMAGE,21,1,2,0,18,0,0
Fulton,02W,SOLICITOR GENERAL - D,,,K. GAMMAGE,5,0,1,0,4,0,0
Fulton,03A,SOLICITOR GENERAL - D,,,K. GAMMAGE,62,1,5,11,45,0,0
Fulton,03B,SOLICITOR GENERAL - D,,,K. GAMMAGE,17,2,1,0,14,0,0
Fulton,03C,SOLICITOR GENERAL - D,,,K. GAMMAGE,61,3,2,13,43,0,0
Fulton,03D,SOLICITOR GENERAL - D,,,K. GAMMAGE,31,1,2,3,24,1,0
Fulton,03E,SOLICITOR GENERAL - D,,,K. GAMMAGE,57,1,3,5,48,0,0
Fulton,03F,SOLICITOR GENERAL - D,,,K. GAMMAGE,12,0,1,1,10,0,0
Fulton,03G,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,0,1,0,14,0,0
Fulton,03H,SOLICITOR GENERAL - D,,,K. GAMMAGE,26,0,1,2,23,0,0
Fulton,03I,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,1,0,8,0,0
Fulton,03L,SOLICITOR GENERAL - D,,,K. GAMMAGE,8,0,0,0,8,0,0
Fulton,03M,SOLICITOR GENERAL - D,,,K. GAMMAGE,12,0,2,0,10,0,0
Fulton,03N,SOLICITOR GENERAL - D,,,K. GAMMAGE,31,1,2,0,28,0,0
Fulton,03P1A,SOLICITOR GENERAL - D,,,K. GAMMAGE,16,0,3,1,11,1,0
Fulton,03P2,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,03S,SOLICITOR GENERAL - D,,,K. GAMMAGE,35,0,0,5,30,0,0
Fulton,03T,SOLICITOR GENERAL - D,,,K. GAMMAGE,27,0,2,1,24,0,0
Fulton,04A,SOLICITOR GENERAL - D,,,K. GAMMAGE,26,2,0,6,18,0,0
Fulton,04B,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,0,4,5,0,0
Fulton,04C,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,0,1,3,0,0
Fulton,04D,SOLICITOR GENERAL - D,,,K. GAMMAGE,72,2,1,8,61,0,0
Fulton,04F,SOLICITOR GENERAL - D,,,K. GAMMAGE,31,0,6,4,21,0,0
Fulton,04G,SOLICITOR GENERAL - D,,,K. GAMMAGE,22,3,1,4,14,0,0
Fulton,04I,SOLICITOR GENERAL - D,,,K. GAMMAGE,16,2,6,0,8,0,0
Fulton,04J,SOLICITOR GENERAL - D,,,K. GAMMAGE,5,0,1,1,3,0,0
Fulton,04K,SOLICITOR GENERAL - D,,,K. GAMMAGE,84,2,5,5,72,0,0
Fulton,04L,SOLICITOR GENERAL - D,,,K. GAMMAGE,43,1,2,1,39,0,0
Fulton,04M,SOLICITOR GENERAL - D,,,K. GAMMAGE,16,0,1,2,13,0,0
Fulton,04S,SOLICITOR GENERAL - D,,,K. GAMMAGE,133,1,2,15,115,0,0
Fulton,04T,SOLICITOR GENERAL - D,,,K. GAMMAGE,49,0,0,10,39,0,0
Fulton,04V,SOLICITOR GENERAL - D,,,K. GAMMAGE,42,4,5,1,32,0,0
Fulton,04W,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,7,0,0
Fulton,04X1,SOLICITOR GENERAL - D,,,K. GAMMAGE,80,0,3,13,64,0,0
Fulton,04X2,SOLICITOR GENERAL - D,,,K. GAMMAGE,21,0,2,1,18,0,0
Fulton,05A1,SOLICITOR GENERAL - D,,,K. GAMMAGE,44,3,1,0,40,0,0
Fulton,05A2,SOLICITOR GENERAL - D,,,K. GAMMAGE,104,1,10,0,93,0,0
Fulton,05B,SOLICITOR GENERAL - D,,,K. GAMMAGE,44,0,3,1,40,0,0
Fulton,05C,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,05D,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,05F,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,05J,SOLICITOR GENERAL - D,,,K. GAMMAGE,24,0,1,1,22,0,0
Fulton,05K,SOLICITOR GENERAL - D,,,K. GAMMAGE,26,0,2,0,24,0,0
Fulton,06B,SOLICITOR GENERAL - D,,,K. GAMMAGE,33,2,1,0,30,0,0
Fulton,06D,SOLICITOR GENERAL - D,,,K. GAMMAGE,183,4,9,0,163,7,0
Fulton,06E,SOLICITOR GENERAL - D,,,K. GAMMAGE,34,3,0,0,31,0,0
Fulton,06F,SOLICITOR GENERAL - D,,,K. GAMMAGE,74,2,4,0,67,0,1
Fulton,06G,SOLICITOR GENERAL - D,,,K. GAMMAGE,11,0,0,0,11,0,0
Fulton,06H,SOLICITOR GENERAL - D,,,K. GAMMAGE,64,0,2,0,62,0,0
Fulton,06I,SOLICITOR GENERAL - D,,,K. GAMMAGE,18,0,0,0,18,0,0
Fulton,06J,SOLICITOR GENERAL - D,,,K. GAMMAGE,51,0,2,1,48,0,0
Fulton,06L1,SOLICITOR GENERAL - D,,,K. GAMMAGE,23,0,1,0,18,4,0
Fulton,06L2,SOLICITOR GENERAL - D,,,K. GAMMAGE,27,0,4,0,23,0,0
Fulton,06N,SOLICITOR GENERAL - D,,,K. GAMMAGE,23,0,2,1,16,4,0
Fulton,06Q,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,0,3,0,0
Fulton,06R,SOLICITOR GENERAL - D,,,K. GAMMAGE,33,0,2,0,31,0,0
Fulton,07A,SOLICITOR GENERAL - D,,,K. GAMMAGE,54,7,0,0,37,10,0
Fulton,07B,SOLICITOR GENERAL - D,,,K. GAMMAGE,21,0,0,0,16,5,0
Fulton,07C,SOLICITOR GENERAL - D,,,K. GAMMAGE,22,3,0,0,16,3,0
Fulton,07D,SOLICITOR GENERAL - D,,,K. GAMMAGE,31,1,0,0,29,1,0
Fulton,07E,SOLICITOR GENERAL - D,,,K. GAMMAGE,17,0,1,0,15,1,0
Fulton,07F,SOLICITOR GENERAL - D,,,K. GAMMAGE,19,0,0,0,19,0,0
Fulton,07H,SOLICITOR GENERAL - D,,,K. GAMMAGE,23,3,1,0,18,1,0
Fulton,07J,SOLICITOR GENERAL - D,,,K. GAMMAGE,38,1,1,0,35,1,0
Fulton,07M,SOLICITOR GENERAL - D,,,K. GAMMAGE,20,0,0,0,20,0,0
Fulton,07N,SOLICITOR GENERAL - D,,,K. GAMMAGE,12,0,2,0,9,1,0
Fulton,08A,SOLICITOR GENERAL - D,,,K. GAMMAGE,37,4,0,1,29,3,0
Fulton,08B,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,1,0,0,10,4,0
Fulton,08C,SOLICITOR GENERAL - D,,,K. GAMMAGE,8,0,0,0,7,1,0
Fulton,08D,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,1,1,0
Fulton,08E,SOLICITOR GENERAL - D,,,K. GAMMAGE,43,6,2,1,31,3,0
Fulton,08F1,SOLICITOR GENERAL - D,,,K. GAMMAGE,14,0,0,0,13,1,0
Fulton,08G,SOLICITOR GENERAL - D,,,K. GAMMAGE,45,3,1,0,41,0,0
Fulton,08H,SOLICITOR GENERAL - D,,,K. GAMMAGE,22,2,0,0,18,2,0
Fulton,08J,SOLICITOR GENERAL - D,,,K. GAMMAGE,29,1,1,0,27,0,0
Fulton,08K,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,3,0,4,0,0
Fulton,08L,SOLICITOR GENERAL - D,,,K. GAMMAGE,38,0,4,1,31,2,0
Fulton,08M,SOLICITOR GENERAL - D,,,K. GAMMAGE,19,0,0,0,17,2,0
Fulton,08N1,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,0,0,4,0,0
Fulton,08N2,SOLICITOR GENERAL - D,,,K. GAMMAGE,14,2,0,0,12,0,0
Fulton,08P,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,0,1,1,12,0,1
Fulton,09A,SOLICITOR GENERAL - D,,,K. GAMMAGE,57,0,2,1,52,0,2
Fulton,09B,SOLICITOR GENERAL - D,,,K. GAMMAGE,16,1,0,3,12,0,0
Fulton,09C,SOLICITOR GENERAL - D,,,K. GAMMAGE,225,4,7,48,165,1,0
Fulton,09D,SOLICITOR GENERAL - D,,,K. GAMMAGE,69,7,2,4,56,0,0
Fulton,09E,SOLICITOR GENERAL - D,,,K. GAMMAGE,53,5,2,6,40,0,0
Fulton,09F,SOLICITOR GENERAL - D,,,K. GAMMAGE,28,0,0,0,28,0,0
Fulton,09G,SOLICITOR GENERAL - D,,,K. GAMMAGE,26,0,1,1,23,1,0
Fulton,09H,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,7,0,0
Fulton,09I,SOLICITOR GENERAL - D,,,K. GAMMAGE,29,0,0,3,26,0,0
Fulton,09K,SOLICITOR GENERAL - D,,,K. GAMMAGE,90,2,3,9,76,0,0
Fulton,09M,SOLICITOR GENERAL - D,,,K. GAMMAGE,40,0,1,4,34,1,0
Fulton,10A,SOLICITOR GENERAL - D,,,K. GAMMAGE,256,8,1,71,175,0,1
Fulton,10B,SOLICITOR GENERAL - D,,,K. GAMMAGE,490,16,5,148,319,0,2
Fulton,10C,SOLICITOR GENERAL - D,,,K. GAMMAGE,114,23,2,16,73,0,0
Fulton,10D,SOLICITOR GENERAL - D,,,K. GAMMAGE,245,10,2,78,155,0,0
Fulton,10E,SOLICITOR GENERAL - D,,,K. GAMMAGE,108,8,2,34,64,0,0
Fulton,10F,SOLICITOR GENERAL - D,,,K. GAMMAGE,100,4,2,18,76,0,0
Fulton,10G,SOLICITOR GENERAL - D,,,K. GAMMAGE,182,2,2,46,132,0,0
Fulton,10H1,SOLICITOR GENERAL - D,,,K. GAMMAGE,26,0,1,8,16,1,0
Fulton,10H2,SOLICITOR GENERAL - D,,,K. GAMMAGE,130,6,3,33,88,0,0
Fulton,10I,SOLICITOR GENERAL - D,,,K. GAMMAGE,51,1,0,15,33,1,1
Fulton,10J,SOLICITOR GENERAL - D,,,K. GAMMAGE,49,1,1,8,39,0,0
Fulton,10K,SOLICITOR GENERAL - D,,,K. GAMMAGE,134,5,1,26,101,0,1
Fulton,10M,SOLICITOR GENERAL - D,,,K. GAMMAGE,123,2,3,16,101,1,0
Fulton,10P,SOLICITOR GENERAL - D,,,K. GAMMAGE,91,5,2,19,65,0,0
Fulton,10R,SOLICITOR GENERAL - D,,,K. GAMMAGE,32,1,0,2,29,0,0
Fulton,11B,SOLICITOR GENERAL - D,,,K. GAMMAGE,401,13,11,104,272,0,1
Fulton,11C,SOLICITOR GENERAL - D,,,K. GAMMAGE,288,5,8,64,210,1,0
Fulton,11E1,SOLICITOR GENERAL - D,,,K. GAMMAGE,66,2,2,13,49,0,0
Fulton,11E2,SOLICITOR GENERAL - D,,,K. GAMMAGE,78,2,1,12,63,0,0
Fulton,11E3,SOLICITOR GENERAL - D,,,K. GAMMAGE,81,0,5,9,65,1,1
Fulton,11G,SOLICITOR GENERAL - D,,,K. GAMMAGE,58,0,3,10,45,0,0
Fulton,11H,SOLICITOR GENERAL - D,,,K. GAMMAGE,51,0,3,11,37,0,0
Fulton,11J,SOLICITOR GENERAL - D,,,K. GAMMAGE,155,6,1,35,113,0,0
Fulton,11K,SOLICITOR GENERAL - D,,,K. GAMMAGE,197,3,2,27,164,0,1
Fulton,11M,SOLICITOR GENERAL - D,,,K. GAMMAGE,202,7,4,48,143,0,0
Fulton,11N,SOLICITOR GENERAL - D,,,K. GAMMAGE,225,4,4,68,149,0,0
Fulton,11P,SOLICITOR GENERAL - D,,,K. GAMMAGE,106,6,1,11,88,0,0
Fulton,11R,SOLICITOR GENERAL - D,,,K. GAMMAGE,68,1,5,11,51,0,0
Fulton,12A,SOLICITOR GENERAL - D,,,K. GAMMAGE,200,4,10,17,169,0,0
Fulton,12D,SOLICITOR GENERAL - D,,,K. GAMMAGE,25,0,2,9,14,0,0
Fulton,12E1,SOLICITOR GENERAL - D,,,K. GAMMAGE,34,1,1,7,25,0,0
Fulton,12F,SOLICITOR GENERAL - D,,,K. GAMMAGE,34,0,3,1,29,1,0
Fulton,12G,SOLICITOR GENERAL - D,,,K. GAMMAGE,63,1,1,1,60,0,0
Fulton,12H,SOLICITOR GENERAL - D,,,K. GAMMAGE,108,5,3,12,88,0,0
Fulton,12I,SOLICITOR GENERAL - D,,,K. GAMMAGE,47,3,3,11,29,0,1
Fulton,12J,SOLICITOR GENERAL - D,,,K. GAMMAGE,59,1,2,6,50,0,0
Fulton,12K,SOLICITOR GENERAL - D,,,K. GAMMAGE,54,0,3,1,50,0,0
Fulton,12L,SOLICITOR GENERAL - D,,,K. GAMMAGE,32,2,1,4,25,0,0
Fulton,12M,SOLICITOR GENERAL - D,,,K. GAMMAGE,86,1,6,7,72,0,0
Fulton,12N,SOLICITOR GENERAL - D,,,K. GAMMAGE,27,0,0,1,26,0,0
Fulton,12S,SOLICITOR GENERAL - D,,,K. GAMMAGE,86,1,6,3,75,1,0
Fulton,AP01A,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,1,0,3,0,0
Fulton,AP01B,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,AP01C,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,1,0,0,2,1,0
Fulton,AP01D,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,AP02B,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,2,0,0,0,0,0
Fulton,AP03,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,0,3,0,0
Fulton,AP04A,SOLICITOR GENERAL - D,,,K. GAMMAGE,10,0,0,0,10,0,0
Fulton,AP04B,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,AP05,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,0,0,0,15,0,0
Fulton,AP06,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,1,0,0,0,0,0
Fulton,AP07A,SOLICITOR GENERAL - D,,,K. GAMMAGE,10,0,1,0,9,0,0
Fulton,AP07B,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,AP09A,SOLICITOR GENERAL - D,,,K. GAMMAGE,10,0,0,0,10,0,0
Fulton,AP09B,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,AP021,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,4,3,0
Fulton,AP022,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,1,1,0,12,1,0
Fulton,AP10,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,0,0,4,0,0
Fulton,AP12A,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,0,1,0
Fulton,AP12B,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,AP12C,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,6,1,0
Fulton,AP13,SOLICITOR GENERAL - D,,,K. GAMMAGE,8,0,0,0,8,0,0
Fulton,AP14,SOLICITOR GENERAL - D,,,K. GAMMAGE,12,0,0,0,12,0,0
Fulton,CH01,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,1,0,1,0,0
Fulton,CH02,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,0,0,5,10,0,0
Fulton,CH03,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,CH04A,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,CH05,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,0,3,0,0
Fulton,CP01B,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,7,0,0
Fulton,CP011,SOLICITOR GENERAL - D,,,K. GAMMAGE,37,0,0,5,32,0,0
Fulton,CP012,SOLICITOR GENERAL - D,,,K. GAMMAGE,61,0,0,4,57,0,0
Fulton,CP02,SOLICITOR GENERAL - D,,,K. GAMMAGE,36,2,0,2,32,0,0
Fulton,CP04,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,CP05B,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,1,2,0,0
Fulton,CP051,SOLICITOR GENERAL - D,,,K. GAMMAGE,162,0,1,27,134,0,0
Fulton,CP06A,SOLICITOR GENERAL - D,,,K. GAMMAGE,5,0,0,2,3,0,0
Fulton,CP07A,SOLICITOR GENERAL - D,,,K. GAMMAGE,14,0,0,2,12,0,0
Fulton,CP081,SOLICITOR GENERAL - D,,,K. GAMMAGE,5,0,0,0,5,0,0
Fulton,CP083,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,CP08A,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,1,2,0,0
Fulton,EP01,SOLICITOR GENERAL - D,,,K. GAMMAGE,226,0,3,49,174,0,0
Fulton,EP02,SOLICITOR GENERAL - D,,,K. GAMMAGE,273,6,4,56,207,0,0
Fulton,EP03,SOLICITOR GENERAL - D,,,K. GAMMAGE,612,3,3,143,462,0,1
Fulton,EP04-05,SOLICITOR GENERAL - D,,,K. GAMMAGE,274,1,4,95,173,0,1
Fulton,EP04-13,SOLICITOR GENERAL - D,,,K. GAMMAGE,57,0,2,17,38,0,0
Fulton,FA01A,SOLICITOR GENERAL - D,,,K. GAMMAGE,239,1,5,52,181,0,0
Fulton,FA01B,SOLICITOR GENERAL - D,,,K. GAMMAGE,20,0,0,7,12,1,0
Fulton,HP01,SOLICITOR GENERAL - D,,,K. GAMMAGE,89,0,2,10,77,0,0
Fulton,JC01,SOLICITOR GENERAL - D,,,K. GAMMAGE,22,0,1,0,21,0,0
Fulton,JC02,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,JC03A,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,JC03B,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,0,3,0,0
Fulton,JC04A,SOLICITOR GENERAL - D,,,K. GAMMAGE,23,0,0,0,22,1,0
Fulton,JC04B,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,JC05,SOLICITOR GENERAL - D,,,K. GAMMAGE,6,0,0,0,6,0,0
Fulton,JC06,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,0,0,3,1,0
Fulton,JC07,SOLICITOR GENERAL - D,,,K. GAMMAGE,13,2,0,0,9,2,0
Fulton,JC08,SOLICITOR GENERAL - D,,,K. GAMMAGE,13,1,0,0,12,0,0
Fulton,JC09,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,1,0,0,14,0,0
Fulton,JC10,SOLICITOR GENERAL - D,,,K. GAMMAGE,15,0,0,0,14,1,0
Fulton,JC11,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,0,0,9,0,0
Fulton,JC12,SOLICITOR GENERAL - D,,,K. GAMMAGE,18,1,0,0,14,3,0
Fulton,JC13A,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,JC13B,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,JC14,SOLICITOR GENERAL - D,,,K. GAMMAGE,8,0,0,0,8,0,0
Fulton,JC15,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,0,0,6,3,0
Fulton,JC16,SOLICITOR GENERAL - D,,,K. GAMMAGE,18,0,0,0,15,1,2
Fulton,JC18A,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,0,0,8,1,0
Fulton,JC19,SOLICITOR GENERAL - D,,,K. GAMMAGE,28,1,1,0,19,7,0
Fulton,ML011,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,7,0,0
Fulton,ML012,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,ML01B,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML021,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,0,0,4,0,0
Fulton,ML022,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML023,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,ML024,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML03,SOLICITOR GENERAL - D,,,K. GAMMAGE,10,2,0,0,5,2,1
Fulton,ML04A,SOLICITOR GENERAL - D,,,K. GAMMAGE,1,0,0,0,1,0,0
Fulton,ML04B,SOLICITOR GENERAL - D,,,K. GAMMAGE,2,0,0,0,2,0,0
Fulton,ML04C,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML05A,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML05B,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML05C,SOLICITOR GENERAL - D,,,K. GAMMAGE,17,0,0,0,16,1,0
Fulton,ML06A,SOLICITOR GENERAL - D,,,K. GAMMAGE,6,0,0,0,6,0,0
Fulton,ML06B,SOLICITOR GENERAL - D,,,K. GAMMAGE,7,0,0,0,7,0,0
Fulton,ML071,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,ML072,SOLICITOR GENERAL - D,,,K. GAMMAGE,3,0,0,0,3,0,0
Fulton,ML07A,SOLICITOR GENERAL - D,,,K. GAMMAGE,0,0,0,0,0,0,0
Fulton,MP01,SOLICITOR GENERAL - D,,,K. GAMMAGE,5,1,0,0,4,0,0
Fulton,PA01,SOLICITOR GENERAL - D,,,K. GAMMAGE,45,1,0,6,38,0,0
Fulton,RW01,SOLICITOR GENERAL - D,,,K. GAMMAGE,20,0,0,0,18,2,0
Fulton,RW02,SOLICITOR GENERAL - D,,,K. GAMMAGE,23,2,0,0,20,1,0
Fulton,RW03,SOLICITOR GENERAL - D,,,K. GAMMAGE,37,0,1,0,31,5,0
Fulton,RW04,SOLICITOR GENERAL - D,,,K. GAMMAGE,17,0,0,0,14,3,0
Fulton,RW05,SOLICITOR GENERAL - D,,,K. GAMMAGE,6,0,0,0,6,0,0
Fulton,RW06,SOLICITOR GENERAL - D,,,K. GAMMAGE,19,2,0,0,16,1,0
Fulton,RW07A,SOLICITOR GENERAL - D,,,K. GAMMAGE,5,0,0,0,2,3,0
Fulton,RW07B,SOLICITOR GENERAL - D,,,K. GAMMAGE,4,0,0,0,4,0,0
Fulton,RW08,SOLICITOR GENERAL - D,,,K. GAMMAGE,20,0,0,0,16,4,0
Fulton,RW09,SOLICITOR GENERAL - D,,,K. GAMMAGE,24,0,0,0,14,10,0
Fulton,RW10,SOLICITOR GENERAL - D,,,K. GAMMAGE,21,0,0,0,18,3,0
Fulton,RW11A,SOLICITOR GENERAL - D,,,K. GAMMAGE,9,0,0,0,7,2,0
Fulton,RW12,SOLICITOR GENERAL - D,,,K. GAMMAGE,26,0,0,0,25,1,0
